Company Random #,Sales Rep Random #,Contacts Full Name,Title,Company,Company Headcount,Industry,Company Website,Sales Representative
20,56,Kariotta Probetts,Actuary,Qualstar Corporation,1001-5000,Electronic Components,www.qualstar.com,Hayley Munoz
200,84,Lorant Rathbone,Data Coordiator,Halcon Resources Corporation,201-500,Holdings,www.halcon.com,Tasha Baxter
392,66,Sara-ann Keal,Analog Circuit Design manager,"Daseke, Inc.",1001-5000,Transportation Services,"www.daseke,.com",Jacob Dorsey
932,42,Catlee Maslin,Human Resources Manager,Telecom Italia S.P.A.,201-500,Telecommunications Equipment,www.telecom.com,Georgia Middleton
150,47,Bendite Crepel,Professor,"Apptio, Inc.",501-1000,Computer Software: Prepackaged Software,"www.apptio,.com",Ursa Singleton
69,27,Eal Ledley,Junior Executive,Alere Inc.,201-500,Biotechnology: In Vitro & In Vivo Diagnostic Substances,www.alere.com,Catherine Estes
282,87,Tilda Tremain,Safety Technician I,Prudential Public Limited Company,10000+,Holdings,www.prudential.com,Lacy Chambers
745,87,Darbee Lewsy,VP Sales,Ashford Hospitality Trust Inc,201-500,Holdings,www.ashford.com,Lacy Chambers
238,14,Lina Cough,Sales Representative,"NextEra Energy, Inc.",201-500,Electric Utilities: Central,www.nextera.com,Martin Pruitt
686,24,Kirbee Hattigan,Staff Scientist,"Unifi, Inc.",501-1000,Textiles,"www.unifi,.com",Ava Osborne
989,11,Stesha Cristofano,Database Administrator I,Coca Cola Femsa S.A.B. de C.V.,501-1000,Beverages (Production/Distribution),www.coca.com,Aline Larsen
878,81,Rees Josephsen,Database Administrator IV,Deere & Company,201-500,Industrial Machinery/Components,www.deere.com,Solomon Matthews
941,56,Sanderson Tombling,Environmental Specialist,Methanex Corporation,201-500,Major Chemicals,www.methanex.com,Hayley Munoz
985,91,Stafford Bardell,Legal Assistant,LATAM Airlines Group S.A.,1001-5000,Air Freight/Delivery Services,www.latam.com,Ainsley Ortiz
262,80,Jose Euesden,Marketing Manager,Navios Maritime Partners LP,10000+,Marine Transportation,www.navios.com,Gary Randall
875,40,Loren Stanistrete,Tax Accountant,WisdomTree U.S. Quality Dividend Growth Fund,1001-5000,Holdings,www.wisdomtree.com,Amal Hodges
733,10,Cullan Solly,Account Executive,"Fidelity National Financial, Inc.",10000+,Specialty Insurers,www.fidelity.com,Seth Rosario
626,49,Keriann Dabney,Recruiter,MTS Systems Corporation,1001-5000,Industrial Machinery/Components,www.mts.com,Troy Workman
751,51,Priscilla Tonsley,Tax Accountant,KB Financial Group Inc,201-500,Commercial Banks,www.kb.com,Iliana Weiss
167,58,Guillermo Hardwin,Librarian,Histogenics Corporation,1001-5000,Industrial Specialties,www.histogenics.com,Lance Floyd
26,31,Beverie Harrowell,Product Engineer,Gulfport Energy Corporation,1001-5000,Oil & Gas Production,www.gulfport.com,Natalie Hull
233,72,Sybille Proudley,Health Coach III,"PDL BioPharma, Inc.",201-500,Biotechnology: Biological Products (No Diagnostic Substances),www.pdl.com,Stone Dotson
309,90,Sigmund Maltman,Accounting Assistant IV,"DineEquity, Inc",10000+,Restaurants,"www.dineequity,.com",Josiah Olson
533,48,Kristian Tootal,Civil Engineer,"Neurocrine Biosciences, Inc.",1001-5000,Biotechnology: Biological Products (No Diagnostic Substances),www.neurocrine.com,Jolie Nash
781,85,Inglis Hazzard,Internal Auditor,"Texas Capital Bancshares, Inc.",201-500,Major Banks,www.texas.com,Ria Gilbert
133,43,Sigismond Crummy,Sales Representative,"B&G Foods, Inc.",201-500,Packaged Foods,www.b&g.com,Fritz Rodgers
541,12,Karlyn Lowsely,Human Resources Manager,"Advaxis, Inc.",10000+,Major Pharmaceuticals,"www.advaxis,.com",Naomi Livingston
388,75,Petunia Wendover,Structural Engineer,"Sunworks, Inc.",201-500,Telecommunications Equipment,"www.sunworks,.com",Dillon Stanley
693,55,Patsy O'Meara,Administrative Officer,"CryoPort, Inc.",201-500,Oil Refining/Marketing,"www.cryoport,.com",Arsenio Palmer
553,92,Brandy Taveriner,Budget/Accounting Analyst I,"NewStar Financial, Inc.",10000+,Finance: Consumer Services,www.newstar.com,Basil Leach
159,35,Wesley Westrope,Senior Cost Accountant,Ares Management L.P.,501-1000,Investment Managers,www.ares.com,Ray Patton
345,39,Ursulina Tombleson,Budget/Accounting Analyst I,"Spark Energy, Inc.",10000+,Power Generation,www.spark.com,Gail William
751,21,Hedwiga Jakubowski,Web Developer II,KB Financial Group Inc,201-500,Commercial Banks,www.kb.com,Vernon Dejesus
66,8,Phillie Lattimore,Staff Accountant IV,ProQR Therapeutics N.V.,501-1000,Major Pharmaceuticals,www.proqr.com,Dexter Cherry
97,28,Lyndell Dizlie,Librarian,"DHT Holdings, Inc.",1001-5000,Marine Transportation,www.dht.com,Thomas Kidd
470,85,Tim Garstang,Occupational Therapist,Pacific Drilling S.A.,10000+,Oil & Gas Production,www.pacific.com,Ria Gilbert
152,1,Sibilla Ropkins,Senior Quality Engineer,North European Oil Royality Trust,201-500,Oil & Gas Production,www.north.com,Bianca Cardenas
979,63,Iona Milley,Programmer II,Gabelli Dividend,10000+,Holdings,www.gabelli.com,Zena Cochran
646,42,Lucho Giacobazzi,Structural Engineer,"Ulta Beauty, Inc.",201-500,Other Specialty Stores,www.ulta.com,Georgia Middleton
864,50,Tabb Morffew,Legal Assistant,Trimble Inc.,201-500,Industrial Machinery/Components,www.trimble.com,Basia Russo
892,50,Eduardo Hariot,Community Outreach Specialist,"Imprimis Pharmaceuticals, Inc.",10000+,Major Pharmaceuticals,www.imprimis.com,Basia Russo
107,8,Tova Kenneford,GIS Technical Architect,BLDRS Emerging Markets 50 ADR Index Fund,201-500,Holdings,www.bldrs.com,Dexter Cherry
204,5,Chalmers Loggie,VP Accounting,"Old Line Bancshares, Inc.",1001-5000,Major Banks,www.old.com,Risa Pugh
491,97,Lukas Halegarth,Actuary,"Vera Bradley, Inc.",1001-5000,Apparel,www.vera.com,Neil Garrett
174,74,Cristiano Alcoran,Cost Accountant,"Digital Realty Trust, Inc.",501-1000,Holdings,www.digital.com,Ivy Harper
531,2,Erminia Noades,Dental Hygienist,Peoples Financial Corporation,1001-5000,Major Banks,www.peoples.com,Samuel Acosta
408,77,Daryn Gatehouse,Geologist II,Vuzix Corporation,10000+,Radio And Television Broadcasting And Communications Equipment,www.vuzix.com,Hoyt Downs
490,10,Jackqueline Baudou,Quality Engineer,Fortuna Silver Mines Inc.,501-1000,Precious Metals,www.fortuna.com,Seth Rosario
25,76,Stafford Renvoys,Financial Advisor,RadiSys Corporation,10000+,Computer peripheral equipment,www.radisys.com,Bethany Horne
938,7,Loralie Mallinson,Senior Developer,Citizens Holding Company,1001-5000,Major Banks,www.citizens.com,Shaeleigh Ruiz
229,69,Cullin Lockhart,Senior Editor,Kilroy Realty Corporation,1001-5000,Holdings,www.kilroy.com,Jack Francis
361,80,Danna Pawley,Senior Financial Analyst,Gulfport Energy Corporation,501-1000,Oil & Gas Production,www.gulfport.com,Gary Randall
142,100,Fae Micallef,VP Sales,BB&T Corporation,501-1000,Holdings,www.bb&t.com,Quincy Joyner
391,15,Prentice Shimwell,Financial Advisor,Morgan Stanley,1001-5000,Holdings,www.morgan.com,Clayton Reid
357,64,Druci Reims,Web Designer II,Fresenius Medical Care Corporation,10000+,Hospital/Nursing Management,www.fresenius.com,Rama Frye
443,20,Karyn De Brett,Programmer Analyst III,"Lantheus Holdings, Inc.",1001-5000,Biotechnology: In Vitro & In Vivo Diagnostic Substances,www.lantheus.com,Orson Santos
844,49,Giovanna Grigoletti,Human Resources Manager,"Ionis Pharmaceuticals, Inc.",1001-5000,Major Pharmaceuticals,www.ionis.com,Troy Workman
535,18,Janith Baudain,Sales Representative,"DineEquity, Inc",201-500,Restaurants,"www.dineequity,.com",Porter Conway
938,75,Shawnee Instrell,Senior Editor,Citizens Holding Company,1001-5000,Major Banks,www.citizens.com,Dillon Stanley
817,11,Murdoch Bernier,Junior Executive,"Banc of California, Inc.",10000+,Holdings,www.banc.com,Aline Larsen
936,2,Merralee Marmon,Senior Cost Accountant,"Aberdeen Singapore Fund, Inc.",201-500,Holdings,www.aberdeen.com,Samuel Acosta
188,72,Gunter Eshelby,Human Resources Manager,Nuveen Global High Income Fund,10000+,Holdings,www.nuveen.com,Stone Dotson
302,73,Koo Gniewosz,Safety Technician I,"Reinsurance Group of America, Incorporated",1001-5000,Life Insurance,www.reinsurance.com,Lysandra Whitfield
622,97,Karlie Ranaghan,VP Sales,PowerShares Golden Dragon China Portfolio,1001-5000,Holdings,www.powershares.com,Neil Garrett
436,4,Gustavo Pestell,Administrative Officer,"Tabula Rasa HealthCare, Inc.",1001-5000,Business Services,www.tabula.com,Ignatius Frank
734,80,Reuven Kohler,General Manager,"Silicon Laboratories, Inc.",501-1000,Semiconductors,www.silicon.com,Gary Randall
353,90,Codee Smaridge,VP Accounting,Seaspan Corporation,201-500,Marine Transportation,www.seaspan.com,Josiah Olson
429,29,Jan Kirlin,Geologist III,"New York Community Bancorp, Inc.",501-1000,Holdings,www.new.com,Aline Vincent
745,37,Ed Teck,Accountant I,Ashford Hospitality Trust Inc,201-500,Holdings,www.ashford.com,Yvette Anderson
898,97,Belicia Meadley,Human Resources Assistant III,McKesson Corporation,1001-5000,Other Pharmaceuticals,www.mckesson.com,Neil Garrett
564,67,Linell Koenen,Analog Circuit Design manager,Ducommun Incorporated,1001-5000,Military/Government/Technical,www.ducommun.com,Velma Eaton
20,18,Lizabeth Ovell,Quality Control Specialist,Qualstar Corporation,1001-5000,Electronic Components,www.qualstar.com,Porter Conway
518,82,Ambros Anstead,GIS Technical Architect,Solar Capital Ltd.,1001-5000,Holdings,www.solar.com,Rudyard Harrison
904,81,Royal Haire,Nurse Practicioner,GGP Inc.,10000+,Real Estate Investment Trusts,www.ggp.com,Solomon Matthews
58,65,Avril Ick,Senior Editor,"Luxottica Group, S.p.A.",10000+,Ophthalmic Goods,www.luxottica.com,Orla Shepard
449,27,Christy Easseby,Office Assistant I,"Commerce Bancshares, Inc.",201-500,Major Banks,www.commerce.com,Catherine Estes
125,74,Ari Godbolt,Senior Cost Accountant,Pimco New York Municipal Income Fund II,1001-5000,Holdings,www.pimco.com,Ivy Harper
505,83,Jeannie Paliser,Junior Executive,Paylocity Holding Corporation,201-500,Computer Software: Prepackaged Software,www.paylocity.com,Kaseem James
43,69,Jacinda MacGibbon,Recruiting Manager,Norbord Inc.,10000+,Forest Products,www.norbord.com,Jack Francis
477,52,Brooks holmes,Senior Cost Accountant,XL Group Ltd.,201-500,Property-Casualty Insurers,www.xl.com,Daphne Lindsey
625,90,Briano Banbrigge,Structural Engineer,"Allegiance Bancshares, Inc.",201-500,Major Banks,www.allegiance.com,Josiah Olson
923,23,Gun Twinberrow,Payment Adjustment Coordinator,JMU Limited,201-500,EDP Services,www.jmu.com,Wylie Klein
820,78,Tanny Toppes,Developer II,Tocagen Inc.,1001-5000,Major Pharmaceuticals,www.tocagen.com,Audrey Landry
173,16,Cameron D'Orsay,Safety Technician II,"Soleno Therapeutics, Inc.",10000+,Biotechnology: Electromedical & Electrotherapeutic Apparatus,www.soleno.com,Kimberley Owen
851,73,Armand Surmeyers,Nurse Practicioner,Sherwin-Williams Company (The),10000+,RETAIL: Building Materials,www.sherwin-williams.com,Lysandra Whitfield
863,30,Vernon McBayne,Structural Analysis Engineer,Bank of Commerce Holdings (CA),501-1000,Major Banks,www.bank.com,Perry Poole
484,77,Boote Tidbury,Nurse,"Synacor, Inc.",10000+,"Computer Software: Programming, Data Processing","www.synacor,.com",Hoyt Downs
28,89,Valery Hendrick,Graphic Designer,"L3 Technologies, Inc.",501-1000,Radio And Television Broadcasting And Communications Equipment,www.l3.com,Jack Mccarthy
842,17,Stuart Tunniclisse,Technical Writer,iShares MSCI New Zealand Capped ETF,201-500,Holdings,www.ishares.com,Melodie Kinney
107,67,Burtie Dashkovich,Sales Associate,BLDRS Emerging Markets 50 ADR Index Fund,201-500,Holdings,www.bldrs.com,Velma Eaton
652,6,Merrili Rontree,Research Associate,"TripAdvisor, Inc.",1001-5000,"Computer Software: Programming, Data Processing","www.tripadvisor,.com",Yolanda Wade
774,84,Ester Perritt,Payment Adjustment Coordinator,Allstate Corporation (The),10000+,Holdings,www.allstate.com,Tasha Baxter
333,23,Casi Raffin,Office Assistant III,"Forrester Research, Inc.",10000+,Diversified Commercial Services,www.forrester.com,Wylie Klein
740,30,Phip Andreichik,Data Coordiator,"Glacier Bancorp, Inc.",1001-5000,Major Banks,www.glacier.com,Perry Poole
757,7,Bertie Gabala,Mechanical Systems Engineer,"AMAG Pharmaceuticals, Inc.",10000+,Major Pharmaceuticals,www.amag.com,Shaeleigh Ruiz
920,76,Aguie Fruchter,Programmer III,Marathon Petroleum Corporation,501-1000,Integrated oil Companies,www.marathon.com,Bethany Horne
965,10,Bennett Haggie,Media Manager IV,"Community First Bancshares, Inc.",201-500,Holdings,www.community.com,Seth Rosario
724,27,Zak Carville,Registered Nurse,"Senomyx, Inc.",1001-5000,Biotechnology: Commercial Physical & Biological Resarch,"www.senomyx,.com",Catherine Estes
809,11,Alwyn Glenton,Programmer Analyst IV,"Spirit Aerosystems Holdings, Inc.",201-500,Military/Government/Technical,www.spirit.com,Aline Larsen
173,65,Caresa Fedorchenko,Geological Engineer,"Soleno Therapeutics, Inc.",10000+,Biotechnology: Electromedical & Electrotherapeutic Apparatus,www.soleno.com,Orla Shepard
674,8,Mara Castellucci,Budget/Accounting Analyst III,"Illumina, Inc.",1001-5000,Biotechnology: Laboratory Analytical Instruments,"www.illumina,.com",Dexter Cherry
541,53,Ashla Goodisson,Quality Engineer,"Advaxis, Inc.",10000+,Major Pharmaceuticals,"www.advaxis,.com",Mona Mccormick
212,70,Brandice De Dantesie,GIS Technical Architect,Rayonier Inc.,10000+,Real Estate Investment Trusts,www.rayonier.com,Tucker Horn
286,34,Karole Jessep,Librarian,Seneca Foods Corp.,10000+,Packaged Foods,www.seneca.com,Dolan Merrill
556,12,Johan Thornham,Dental Hygienist,Fifth Third Bancorp,201-500,Major Banks,www.fifth.com,Naomi Livingston
99,46,Raquel Oglethorpe,Assistant Media Planner,Eagle Materials Inc,201-500,Building Materials,www.eagle.com,Camille Ortega
13,8,Aleda Alwood,Senior Financial Analyst,Marvell Technology Group Ltd.,501-1000,Semiconductors,www.marvell.com,Dexter Cherry
502,56,Alonzo Kilfedder,Recruiting Manager,"Delta Air Lines, Inc.",201-500,Air Freight/Delivery Services,www.delta.com,Hayley Munoz
390,75,Henri Benting,Desktop Support Technician,"United Financial Bancorp, Inc. ",1001-5000,Banks,www.united.com,Dillon Stanley
871,13,Sib Como,Actuary,Cumulus Media Inc.,501-1000,Broadcasting,www.cumulus.com,Anjolie Murphy
204,58,Maryjo Meni,Marketing Manager,"Old Line Bancshares, Inc.",1001-5000,Major Banks,www.old.com,Lance Floyd
980,43,Vernor Houlaghan,Structural Engineer,Sutherland Asset Management Corporation,201-500,Real Estate Investment Trusts,www.sutherland.com,Fritz Rodgers
913,32,Donica Bontein,Research Assistant III,"OncoMed Pharmaceuticals, Inc.",10000+,Major Pharmaceuticals,www.oncomed.com,Gretchen Montgomery
644,23,Lilla Gecks,Assistant Manager,"Zoe&#39;s Kitchen, Inc.",501-1000,Restaurants,www.zoe&#39;s.com,Wylie Klein
137,49,Herculie Kobel,Environmental Specialist,Exa Corporation,10000+,Computer Software: Prepackaged Software,www.exa.com,Troy Workman
492,93,Nollie Du Fray,Chemical Engineer,Fiduciary/Claymore MLP Opportunity Fund,10000+,Holdings,www.fiduciary/claymore.com,Giselle Dejesus
907,80,Laurence Percifull,Structural Engineer,Vulcan Materials Company,501-1000,Mining & Quarrying of Nonmetallic Minerals (No Fuels),www.vulcan.com,Gary Randall
231,60,Marcile Teesdale,Senior Sales Associate,Sonic Corp.,501-1000,Restaurants,www.sonic.com,Scott Camacho
466,71,Lanny Lester,Civil Engineer,First Trust Mega Cap AlphaDEX Fund,201-500,Holdings,www.first.com,Farrah Mcgee
885,5,Ximenez Giacopello,Nurse,Crestwood Equity Partners LP,10000+,Other Consumer Services,www.crestwood.com,Risa Pugh
295,99,Alan Sisson,Human Resources Manager,Nuveen Senior Income Fund,1001-5000,Holdings,www.nuveen.com,Calista Rosales
284,29,Marne Challenor,Sales Representative,"Axsome Therapeutics, Inc.",201-500,Major Pharmaceuticals,www.axsome.com,Aline Vincent
545,7,Lee Embury,Human Resources Assistant III,Ciner Resources LP,10000+,Mining & Quarrying of Nonmetallic Minerals (No Fuels),www.ciner.com,Shaeleigh Ruiz
186,72,Marleah Giral,Media Manager IV,QuickLogic Corporation,10000+,Semiconductors,www.quicklogic.com,Stone Dotson
620,19,Toma Skaife d'Ingerthorpe,Human Resources Assistant IV,"Lands&#39; End, Inc.",201-500,Clothing/Shoe/Accessory Stores,www.lands&#39;.com,Hasad Conrad
321,61,Fulton Tordoff,Environmental Tech,"Wolverine Bancorp, Inc.",10000+,Banks,www.wolverine.com,Maryam Whitfield
838,97,Petronilla Bessant,Safety Technician I,Associated Banc-Corp,501-1000,Major Banks,www.associated.com,Neil Garrett
461,79,Annnora Lamers,Accountant III,Bellatrix Exploration Ltd,1001-5000,Oil & Gas Production,www.bellatrix.com,Piper Clarke
774,95,Dalston Gaythorpe,Marketing Assistant,Allstate Corporation (The),10000+,Holdings,www.allstate.com,Penelope Bolton
722,45,Elisha Tuma,Chemical Engineer,Pioneer Natural Resources Company,201-500,Oil & Gas Production,www.pioneer.com,Ethan Odom
787,22,Kynthia Muglestone,Administrative Officer,Blackrock Capital and Income Strategies Fund Inc,10000+,Holdings,www.blackrock.com,Fuller Spencer
894,15,Dodi Pulster,Analog Circuit Design manager,Dynegy Inc.,201-500,Holdings,www.dynegy.com,Clayton Reid
560,74,Cordell Lawman,Statistician III,"Itron, Inc.",201-500,Electrical Products,"www.itron,.com",Ivy Harper
967,93,Rod Powers,Administrative Officer,eBay Inc.,1001-5000,Business Services,www.ebay.com,Giselle Dejesus
405,54,Nathalie Duell,Account Executive,"HFF, Inc.",201-500,Real Estate,"www.hff,.com",Eve Mccarty
762,63,Jade Millyard,Office Assistant I,Enbridge Energy Management LLC,10000+,Oil & Gas Production,www.enbridge.com,Zena Cochran
604,66,Jeanie Tarr,Information Systems Manager,"CryoPort, Inc.",10000+,Oil Refining/Marketing,"www.cryoport,.com",Jacob Dorsey
394,97,Gerhard Wiggin,Nurse Practicioner,Texas Pacific Land Trust,10000+,Oil & Gas Production,www.texas.com,Neil Garrett
236,83,Sabine Dubbin,Cost Accountant,Humana Inc.,501-1000,Medical Specialities,www.humana.com,Kaseem James
544,24,King Reynault,Recruiter,Nuveen AMT-Free Municipal Credit Income Fund,10000+,Holdings,www.nuveen.com,Ava Osborne
57,2,Marcelia Runciman,Engineer I,"Match Group, Inc.",201-500,"Computer Software: Programming, Data Processing",www.match.com,Samuel Acosta
999,71,Marietta McQuaide,Administrative Officer,"ARMOUR Residential REIT, Inc.",501-1000,Real Estate Investment Trusts,www.armour.com,Farrah Mcgee
89,1,Friedrich McMillian,Actuary,"Cullen/Frost Bankers, Inc.",201-500,Major Banks,www.cullen/frost.com,Bianca Cardenas
831,99,Belinda Bullers,Software Test Engineer II,"LightInTheBox Holding Co., Ltd.",201-500,Catalog/Specialty Distribution,www.lightinthebox.com,Calista Rosales
